route_id,route_name,inferred_mode,original_route_type,corrected_route_type,selection_reason,classification_basis,retained_trips,agency_id,munich_flag,analysis_rail_flag,ferry_flag,bmw_works_line_flag,deutschlandtakt_flag,deutschlandtakt_line_name,forecast_network_2037_flag,forecast_measure_flag,s_bahn_name
2249605_3,2249605_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,4,unknown,0,0,0,0,0,,1,0,
2249606_3,2249606_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,72,unknown,0,0,0,0,0,,1,0,
2249607_3,2249607_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,5,unknown,0,0,0,0,0,,1,0,
2249608_3,2249608_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,46,unknown,0,0,0,0,0,,1,0,
2249609_3,2249609_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,11,unknown,0,0,0,0,0,,1,0,
2249610_3,2249610_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,86,unknown,0,0,0,0,0,,1,0,
2249611_3,2249611_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,60,unknown,0,0,0,0,0,,1,0,
2249612_3,2249612_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,80,unknown,0,0,0,0,0,,1,0,
2249613_3,2249613_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,59,unknown,0,0,0,0,0,,1,0,
2249614_3,2249614_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,62,unknown,0,0,0,0,0,,1,0,
2249615_3,2249615_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,10,unknown,0,0,0,0,0,,1,0,
2249616_3,2249616_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,13,unknown,0,0,0,0,0,,1,0,
2249617_3,2249617_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,63,unknown,0,0,0,0,0,,1,0,
2249618_3,2249618_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,130,unknown,0,0,0,0,0,,1,0,
2249619_3,2249619_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,125,unknown,0,0,0,0,0,,1,0,
2249620_3,2249620_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,10,unknown,0,0,0,0,0,,1,0,
2249621_3,2249621_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,12,unknown,0,0,0,0,0,,1,0,
2249622_3,2249622_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2249623_3,2249623_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2249624_3,2249624_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,6,unknown,0,0,0,0,0,,1,0,
2249625_3,2249625_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2249626_3,2249626_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2249627_3,2249627_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,6,unknown,0,0,0,0,0,,1,0,
2249628_3,2249628_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2249629_3,2249629_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2249631_3,2249631_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,8,unknown,0,0,0,0,0,,1,0,
2249632_3,2249632_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,4,unknown,0,0,0,0,0,,1,0,
2249633_3,2249633_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,14,unknown,0,0,0,0,0,,1,0,
2249634_3,2249634_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,14,unknown,0,0,0,0,0,,1,0,
2249635_3,2249635_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,4,unknown,0,0,0,0,0,,1,0,
2249636_3,2249636_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,14,unknown,0,0,0,0,0,,1,0,
2249637_3,2249637_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,14,unknown,0,0,0,0,0,,1,0,
2249638_3,2249638_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,15,unknown,0,0,0,0,0,,1,0,
2249639_3,2249639_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,24,unknown,0,0,0,0,0,,1,0,
2249640_3,2249640_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,22,unknown,0,0,0,0,0,,1,0,
2249642_3,2249642_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2249643_3,2249643_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,16,unknown,0,0,0,0,0,,1,0,
2249644_3,2249644_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,8,unknown,0,0,0,0,0,,1,0,
2249645_3,2249645_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2249646_3,2249646_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2249647_3,2249647_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,2,unknown,0,0,0,0,0,,1,0,
2249648_3,2249648_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2249651_3,2249651_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,18,unknown,0,0,0,0,0,,1,0,
2249652_3,2249652_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,9,unknown,0,0,0,0,0,,1,0,
2249653_3,2249653_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,20,unknown,0,0,0,0,0,,1,0,
2249892_3,2249892_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,141,4,0,0,0,0,0,,1,0,
2249893_3,2249893_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,146,4,0,0,0,0,0,,1,0,
2249894_3,2249894_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,148,4,0,0,0,0,0,,1,0,
2249895_3,2249895_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,142,4,0,0,0,0,0,,1,0,
2249896_3,2249896_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,143,4,0,0,0,0,0,,1,0,
2249897_3,2249897_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,142,4,0,0,0,0,0,,1,0,
2249898_3,2249898_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,142,4,0,0,0,0,0,,1,0,
2249899_3,2249899_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,142,4,0,0,0,0,0,,1,0,
2249900_3,2249900_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,152,4,0,0,0,0,0,,1,0,
2249901_3,2249901_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,138,4,0,0,0,0,0,,1,0,
2249902_3,2249902_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,141,4,0,0,0,0,0,,1,0,
2249903_3,2249903_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,139,4,0,0,0,0,0,,1,0,
2249904_3,2249904_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,58,4,0,0,0,0,0,,1,0,
2249905_3,2249905_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,65,4,0,0,0,0,0,,1,0,
2249906_3,2249906_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,152,4,0,0,0,0,0,,1,0,
2249907_3,2249907_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,60,4,0,0,0,0,0,,1,0,
2249908_3,2249908_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,22,4,0,0,0,0,0,,1,0,
2249909_3,2249909_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,123,4,0,0,0,0,0,,1,0,
2249910_3,2249910_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,72,4,0,0,0,0,0,,1,0,
2249911_3,2249911_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,3,4,0,0,0,0,0,,1,0,
2249912_3,2249912_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,5,4,0,0,0,0,0,,1,0,
2249913_3,2249913_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,3,4,0,0,0,0,0,,1,0,
2249914_3,2249914_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,3,4,0,0,0,0,0,,1,0,
2249915_3,2249915_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,12,4,0,0,0,0,0,,1,0,
2249916_3,2249916_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,2,4,0,0,0,0,0,,1,0,
2249917_3,2249917_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,1,4,0,0,0,0,0,,1,0,
2249918_0,2249918_0,tram,0,0,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 0,294,5,0,0,0,0,0,,1,0,
2249919_0,2249919_0,tram,0,0,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 0,304,5,0,0,0,0,0,,1,0,
2249920_0,2249920_0,tram,0,0,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 0,295,5,0,0,0,0,0,,0,0,
2249920_0_neu Prognose,2249920_0_neu Prognose,tram,0,0,trip serves at least two distinct stops inside network extent,forecast route name and sampled stop names identify Augsburg tram,275,5,0,0,0,0,0,,1,1,
2249921_0,2249921_0,tram,0,0,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 0,288,5,0,0,0,0,0,,1,0,
2249922_0,2249922_0,tram,0,0,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 0,299,5,0,0,0,0,0,,1,0,
2249923_3,2249923_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,63,4,0,0,0,0,0,,1,0,
2250906_3,2250906_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,48,unknown,0,0,0,0,0,,1,0,
2250907_3,2250907_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,106,unknown,0,0,0,0,0,,1,0,
2250908_3,2250908_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,41,unknown,0,0,0,0,0,,1,0,
2250909_3,2250909_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,43,unknown,0,0,0,0,0,,1,0,
2250910_3,2250910_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,64,unknown,0,0,0,0,0,,1,0,
2250911_3,2250911_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,53,unknown,0,0,0,0,0,,1,0,
2250912_3,2250912_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,21,unknown,0,0,0,0,0,,1,0,
2250913_2,2250913_2,rail,0,2,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 2,2,unknown,0,0,0,0,0,,1,0,
2250913_3,2250913_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,24,unknown,0,0,0,0,0,,1,0,
2250914_3,2250914_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,35,unknown,0,0,0,0,0,,1,0,
2250915_3,2250915_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,9,unknown,0,0,0,0,0,,1,0,
2250916_3,2250916_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,42,unknown,0,0,0,0,0,,1,0,
2250917_3,2250917_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,30,unknown,0,0,0,0,0,,1,0,
2250918_3,2250918_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,40,unknown,0,0,0,0,0,,1,0,
2250919_3,2250919_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,28,unknown,0,0,0,0,0,,1,0,
2250920_3,2250920_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,22,unknown,0,0,0,0,0,,1,0,
2250921_3,2250921_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,59,unknown,0,0,0,0,0,,1,0,
2250922_3,2250922_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,17,unknown,0,0,0,0,0,,1,0,
2250923_3,2250923_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,36,unknown,0,0,0,0,0,,1,0,
2250924_3,2250924_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,38,unknown,0,0,0,0,0,,1,0,
2250925_3,2250925_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,12,unknown,0,0,0,0,0,,1,0,
2250926_3,2250926_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,30,unknown,0,0,0,0,0,,1,0,
2250927_3,2250927_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,58,unknown,0,0,0,0,0,,1,0,
2250928_3,2250928_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,13,unknown,0,0,0,0,0,,1,0,
2250929_3,2250929_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,86,unknown,0,0,0,0,0,,1,0,
2250930_3,2250930_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,14,unknown,0,0,0,0,0,,1,0,
2250931_3,2250931_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,9,unknown,0,0,0,0,0,,1,0,
2250932_3,2250932_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,30,unknown,0,0,0,0,0,,1,0,
2250933_3,2250933_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,23,unknown,0,0,0,0,0,,1,0,
2250934_3,2250934_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,16,unknown,0,0,0,0,0,,1,0,
2250935_3,2250935_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,15,unknown,0,0,0,0,0,,1,0,
2250936_3,2250936_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,8,unknown,0,0,0,0,0,,1,0,
2250937_3,2250937_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,27,unknown,0,0,0,0,0,,1,0,
2250938_3,2250938_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,2,unknown,0,0,0,0,0,,1,0,
2250939_3,2250939_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,15,unknown,0,0,0,0,0,,1,0,
2250940_3,2250940_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,15,unknown,0,0,0,0,0,,1,0,
2250941_3,2250941_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2250942_3,2250942_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,14,unknown,0,0,0,0,0,,1,0,
2250943_3,2250943_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,4,unknown,0,0,0,0,0,,1,0,
2250944_3,2250944_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,13,unknown,0,0,0,0,0,,1,0,
2250945_3,2250945_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,5,unknown,0,0,0,0,0,,1,0,
2250946_3,2250946_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,4,unknown,0,0,0,0,0,,1,0,
2250947_3,2250947_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,4,unknown,0,0,0,0,0,,1,0,
2250948_3,2250948_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,4,unknown,0,0,0,0,0,,1,0,
2250949_3,2250949_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2250950_3,2250950_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,8,unknown,0,0,0,0,0,,1,0,
2250951_3,2250951_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,10,unknown,0,0,0,0,0,,1,0,
2250952_3,2250952_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,25,unknown,0,0,0,0,0,,1,0,
2250953_3,2250953_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,4,unknown,0,0,0,0,0,,1,0,
2250955_3,2250955_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,16,unknown,0,0,0,0,0,,1,0,
2250958_3,2250958_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,34,unknown,0,0,0,0,0,,1,0,
2250959_3,2250959_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,14,unknown,0,0,0,0,0,,1,0,
2250960_3,2250960_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,5,unknown,0,0,0,0,0,,1,0,
2250961_3,2250961_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,143,unknown,0,0,0,0,0,,1,0,
2250966_3,2250966_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,10,unknown,0,0,0,0,0,,1,0,
2250967_3,2250967_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,29,unknown,0,0,0,0,0,,1,0,
2250968_3,2250968_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,5,unknown,0,0,0,0,0,,1,0,
2254994_3,2254994_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,28,unknown,0,0,0,0,0,,1,0,
2254999_3,2254999_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,15,unknown,0,0,0,0,0,,1,0,
2255000_3,2255000_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,43,unknown,0,0,0,0,0,,1,0,
2255001_3,2255001_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,35,unknown,0,0,0,0,0,,1,0,
2255002_3,2255002_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,23,unknown,0,0,0,0,0,,1,0,
2255003_3,2255003_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,4,unknown,0,0,0,0,0,,1,0,
2255004_3,2255004_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,5,unknown,0,0,0,0,0,,1,0,
2255005_3,2255005_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2255006_3,2255006_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,26,unknown,0,0,0,0,0,,1,0,
2255007_3,2255007_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,27,unknown,0,0,0,0,0,,1,0,
2255008_3,2255008_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,5,unknown,0,0,0,0,0,,1,0,
2255009_3,2255009_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,15,unknown,0,0,0,0,0,,1,0,
2255010_3,2255010_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,21,unknown,0,0,0,0,0,,1,0,
2255011_3,2255011_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,37,unknown,0,0,0,0,0,,1,0,
2255012_3,2255012_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,36,unknown,0,0,0,0,0,,1,0,
2255013_3,2255013_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,6,unknown,0,0,0,0,0,,1,0,
2255014_3,2255014_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,50,unknown,0,0,0,0,0,,1,0,
2255015_3,2255015_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,15,unknown,0,0,0,0,0,,1,0,
2255017_3,2255017_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,22,unknown,0,0,0,0,0,,1,0,
2255018_3,2255018_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,10,unknown,0,0,0,0,0,,1,0,
2255019_3,2255019_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,13,unknown,0,0,0,0,0,,1,0,
2255020_3,2255020_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,6,unknown,0,0,0,0,0,,1,0,
2255022_3,2255022_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,1,unknown,0,0,0,0,0,,1,0,
2255025_3,2255025_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,7,unknown,0,0,0,0,0,,1,0,
2255028_3,2255028_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,16,unknown,0,0,0,0,0,,1,0,
2255029_3,2255029_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,5,unknown,0,0,0,0,0,,1,0,
2255031_3,2255031_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,25,unknown,0,0,0,0,0,,1,0,
2255032_3,2255032_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,5,unknown,0,0,0,0,0,,1,0,
2255033_3,2255033_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,2,unknown,0,0,0,0,0,,1,0,
2255037_3,2255037_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,11,unknown,0,0,0,0,0,,1,0,
2255039_3,2255039_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,26,unknown,0,0,0,0,0,,1,0,
2255040_3,2255040_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,20,unknown,0,0,0,0,0,,1,0,
2255041_3,2255041_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,13,unknown,0,0,0,0,0,,1,0,
2255042_3,2255042_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,37,unknown,0,0,0,0,0,,1,0,
2255043_3,2255043_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,29,unknown,0,0,0,0,0,,1,0,
2255044_3,2255044_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,16,unknown,0,0,0,0,0,,1,0,
2255045_3,2255045_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,15,unknown,0,0,0,0,0,,1,0,
2255046_3,2255046_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,9,unknown,0,0,0,0,0,,1,0,
2255049_3,2255049_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,22,unknown,0,0,0,0,0,,1,0,
2255051_3,2255051_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,28,unknown,0,0,0,0,0,,1,0,
2255052_3,2255052_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,19,unknown,0,0,0,0,0,,1,0,
2255054_3,2255054_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,10,unknown,0,0,0,0,0,,1,0,
2255055_3,2255055_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,27,unknown,0,0,0,0,0,,1,0,
2255056_3,2255056_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,23,unknown,0,0,0,0,0,,1,0,
2255057_3,2255057_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,17,unknown,0,0,0,0,0,,1,0,
2255059_3,2255059_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,9,unknown,0,0,0,0,0,,1,0,
2255064_3,2255064_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,27,unknown,0,0,0,0,0,,1,0,
2255065_3,2255065_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,17,unknown,0,0,0,0,0,,1,0,
2255066_3,2255066_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,3,unknown,0,0,0,0,0,,1,0,
2255086_3,2255086_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,4,unknown,0,0,0,0,0,,1,0,
2255087_3,2255087_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,17,unknown,0,0,0,0,0,,1,0,
2255088_3,2255088_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,23,unknown,0,0,0,0,0,,1,0,
2255089_3,2255089_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,23,unknown,0,0,0,0,0,,1,0,
2255090_3,2255090_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,16,unknown,0,0,0,0,0,,1,0,
2255091_3,2255091_3,bus,0,3,trip serves at least two distinct stops inside network extent,route ID suffix encodes source type 3,31,unknown,0,0,0,0,0,,1,0,
